39.18598237,19.03345531,5.538767275,26.00772963,145.5896114,13.61186302,26.57578418,149.1270459,14.02117323,38.00184409,146.9746585,19.03422669,48.49063123,141.8161585,22.36044136,1
36.64139068,20.8045742,9.122669165,26.86832873,142.4694422,13.57362473,28.70877982,146.1934481,15.92193289,39.08293014,146.050696,19.64700154,50.20402122,139.732728,21.03859271,1
38.65359713,19.84754849,7.89899207,26.74455,143.0048362,13.6339311,29.69854178,146.1575558,16.17538018,39.68841085,146.9617661,20.7449763,48.8780412,142.6745529,22.02556231,1
38.09032044,19.94794611,7.386191081,26.69101209,144.079408,12.70278281,29.45111667,146.2111475,15.62168373,37.25224973,149.0449119,19.7864606,46.13402827,144.4615028,20.57040617,1
37.90080675,21.0343116,8.836411128,28.47098877,140.7781582,13.67741049,30.26034848,145.1075996,16.35526692,39.4804544,146.4693135,20.44973938,48.42259197,142.2971059,20.79694065,1
39.22711988,19.39423783,10.6998413,28.01768019,141.4887841,13.72528059,30.73356635,144.9068597,17.44573761,39.12888351,147.5057203,21.58524003,48.92934652,142.8747571,22.45781999,1
40.31383433,19.28962523,8.929244885,26.8867477,142.2220992,13.86009369,30.26977975,144.8051616,16.92936482,39.02313142,147.030264,20.85837493,49.07404199,142.2836561,21.90609683,1
39.41128746,19.5673398,8.792012483,27.60861691,142.1207448,13.54034129,30.20452298,145.4761041,16.72769539,39.3228242,146.6027329,20.68141521,49.71470083,140.8555881,21.82285106,1
40.72527189,19.84209732,8.871669011,26.49861905,143.2497782,13.41191777,29.42874583,146.0825066,16.5392636,38.49180374,147.6419844,20.4914627,48.49162476,143.1506203,21.40210569,1
40.41009312,18.76811661,10.15801041,26.64754117,142.3164415,13.37355505,29.47304848,145.4970712,15.81405773,38.73171464,146.6686482,19.40779406,49.18037402,140.9719574,20.42224387,1
38.99844279,19.24519248,9.153102817,26.96979303,141.4214147,14.44928713,29.18842117,145.6249158,16.5770074,38.68662113,146.5946666,19.89859304,49.2248095,141.200216,20.98401125,1
40.06546106,19.75273656,9.466311819,26.48083476,142.4527265,14.57218872,28.79665928,146.2705862,16.88408357,39.61760009,145.8528218,21.13346081,48.79570654,141.6356017,21.62911333,1
41.23317213,20.13241375,6.160518757,26.66756927,143.0520131,13.59055004,29.2287406,146.0186143,16.38133569,39.50286998,146.265132,20.27410384,49.56305357,140.9729989,21.22022815,1
40.46337226,20.46377932,4.951581834,26.55178455,142.7960735,13.45017566,29.63194933,145.8569811,16.12283408,39.87204717,146.2911734,20.39844555,48.24281492,142.6298325,21.1931807,1
39.99523522,22.76258594,4.219227217,26.39604535,143.8548641,12.72229988,28.91775059,147.0151107,15.11081143,39.9265346,146.035681,19.20839744,48.27996975,142.4948318,19.34167428,1
39.56205308,21.27424087,4.541634668,27.90899994,140.160728,14.06924315,30.00297569,145.000739,15.74928255,40.80614595,144.7856171,19.63640875,50.18323668,140.572436,20.83182326,1
38.76671691,21.28937452,5.268690017,26.6105406,143.7750376,12.85819917,30.60925442,145.3621515,15.91174765,39.99691898,146.625746,20.55554405,47.98940893,142.5009072,21.39972026,1
39.26625202,20.57564262,5.614103089,27.24573958,142.4275275,13.71346427,30.79779554,144.7921695,16.89576143,41.70625998,144.4997076,21.70504882,50.37719999,140.0839386,22.32154961,1
37.75690478,19.42492604,6.095168519,26.38669233,144.0983059,12.2811651,29.21719546,147.5051745,14.50116719,39.55221536,147.5359963,18.94025884,49.08796528,142.623561,20.59538196,1
37.01882396,19.91651294,8.454467692,27.28460057,141.7134516,13.92059999,30.50363117,144.6336234,16.53862275,40.91075405,145.0248699,21.02805501,49.28277812,141.1023962,22.19821499,1
37.76626264,19.12827451,8.08523948,27.33093817,142.9090975,13.57667169,30.97502784,144.949623,15.98740903,40.42991601,146.3436756,21.13356671,48.13110055,142.5998707,22.14477951,1
